"","Species","Block","Sex","Year","Quota","Adult.Body.Mass.Kg","quota_weight"
"2815","Kudu","Fuller","Female",2000,NA,206.05641,NA
"2816","Kudu","Matetsi 5","Male",2007,10,206.05641,2060.5641
"2817","Kudu","Matetsi 1","Female",2009,1,206.05641,206.05641
"2818","Kudu","Fuller","Female",2003,2,206.05641,412.11282
"2819","Kudu","Matetsi 5","Male",2011,10,206.05641,2060.5641
"2820","Kudu","Matetsi 6","Female",2001,NA,206.05641,NA
"2821","Kudu","Hwange 2","Male",2006,3,206.05641,618.16923
"2822","Kudu","Fuller","Female",2008,2,206.05641,412.11282
"2823","Kudu","Hwange 2","Male",2008,3,206.05641,618.16923
"2824","Kudu","Deka Tail","Female",2011,4,206.05641,824.22564
"2825","Kudu","Matetsi 6","Female",2008,3,206.05641,618.16923
"2826","Kudu","Hwange 2","Male",2012,3,206.05641,618.16923
"2827","Kudu","Fuller","Male",2001,4,206.05641,824.22564
"2828","Kudu","Matetsi 6","Female",2015,0,206.05641,0
"2829","Kudu","Fuller","Male",2003,4,206.05641,824.22564
"2830","Kudu","Deka Tail","Female",2016,3,206.05641,618.16923
"2831","Kudu","Hwange 1","Female",2000,NA,206.05641,NA
"2832","Kudu","Fuller","Female",2015,2,206.05641,412.11282
"2833","Kudu","Hwange 1","Female",2003,NA,206.05641,NA
"2834","Kudu","Hwange 1","Female",2004,NA,206.05641,NA
"2835","Kudu","Matetsi 2","Female",2010,3,206.05641,618.16923
"2836","Kudu","Matetsi 5","Female",2009,3,206.05641,618.16923
"2837","Kudu","Matetsi 2","Female",2011,0,206.05641,0
"2838","Kudu","Deka Pool","Female",2016,0,206.05641,0
"2839","Kudu","Matetsi 2","Female",2013,0,206.05641,0
"2840","Kudu","Matetsi 3","Female",2003,NA,206.05641,NA
"2841","Kudu","Matetsi 3","Female",2004,NA,206.05641,NA
"2842","Kudu","Matetsi 3","Female",2005,NA,206.05641,NA
"2843","Kudu","Ngamo & Sikumi","Female",2004,3,206.05641,618.16923
"2844","Kudu","Matetsi 1","Male",2011,20,206.05641,4121.1282
"2845","Kudu","Matetsi 1","Male",2012,20,206.05641,4121.1282
"2846","Kudu","Deka Pool","Male",2001,NA,206.05641,NA
"2847","Kudu","Deka Pool","Male",2003,NA,206.05641,NA
"2848","Kudu","Hwange 2","Female",2006,0,206.05641,0
"2849","Kudu","Matetsi 2","Male",2004,NA,206.05641,NA
"2850","Kudu","Ngamo & Sikumi","Male",2013,6,206.05641,1236.33846
"2851","Kudu","Hwange 1","Female",2016,0,206.05641,0
"2852","Kudu","Matetsi 1","Female",2006,5,206.05641,1030.28205
"2853","Kudu","Matetsi 5","Male",2005,NA,206.05641,NA
"2854","Kudu","Matetsi 4","Female",2002,NA,206.05641,NA
"2855","Kudu","Ngamo & Sikumi","Female",2018,1,206.05641,206.05641
"2856","Kudu","Matetsi 2","Male",2012,10,206.05641,2060.5641
"2857","Kudu","Deka Tail","Female",2000,NA,206.05641,NA
"2858","Kudu","Matetsi 5","Male",2009,10,206.05641,2060.5641
"2859","Kudu","Matetsi 6","Female",2000,NA,206.05641,NA
"2860","Kudu","Matetsi 1","Female",2013,0,206.05641,0
"2861","Kudu","Matetsi 5","Male",2012,10,206.05641,2060.5641
"2862","Kudu","Hwange 2","Male",2007,3,206.05641,618.16923
"2863","Kudu","Matetsi 5","Male",2014,10,206.05641,2060.5641
"2864","Kudu","Hwange 2","Male",2009,3,206.05641,618.16923
"2865","Kudu","Hwange 2","Male",2010,3,206.05641,618.16923
"2866","Kudu","Hwange 2","Male",2011,3,206.05641,618.16923
"2867","Kudu","Matetsi 6","Female",2010,3,206.05641,618.16923
"2868","Kudu","Matetsi 5","Female",2002,NA,206.05641,NA
"2869","Kudu","Fuller","Female",2016,1,206.05641,206.05641
"2870","Kudu","Matetsi 2","Female",2008,3,206.05641,618.16923
"2871","Kudu","Matetsi 5","Female",2001,NA,206.05641,NA
"2872","Kudu","Matetsi 2","Female",2006,3,206.05641,618.16923
"2873","Kudu","Matetsi 2","Female",2007,3,206.05641,618.16923
"2874","Kudu","Ngamo & Sikumi","Male",2001,6,206.05641,1236.33846
"2875","Kudu","Ngamo & Sikumi","Male",2000,6,206.05641,1236.33846
"2876","Kudu","Hwange 1","Female",2005,NA,206.05641,NA
"2877","Kudu","Matetsi 3","Female",2000,NA,206.05641,NA
"2878","Kudu","Matetsi 4","Male",2001,NA,206.05641,NA
"2879","Kudu","Ngamo & Sikumi","Male",2002,6,206.05641,1236.33846
"2880","Kudu","Ngamo & Sikumi","Male",2003,6,206.05641,1236.33846
"2881","Kudu","Hwange 2","Female",2001,NA,206.05641,NA
"2882","Kudu","Ngamo & Sikumi","Female",2003,3,206.05641,618.16923
"2883","Kudu","Matetsi 4","Male",2006,10,206.05641,2060.5641
"2884","Kudu","Ngamo & Sikumi","Female",2002,3,206.05641,618.16923
"2885","Kudu","Deka Pool","Male",2002,NA,206.05641,NA
"2886","Kudu","Matetsi 1","Female",2012,0,206.05641,0
"2887","Kudu","Matetsi 2","Male",2016,11,206.05641,2266.62051
"2888","Kudu","Deka Pool","Male",2004,NA,206.05641,NA
"2889","Kudu","Ngamo & Sikumi","Male",2010,6,206.05641,1236.33846
"2890","Kudu","Hwange 2","Female",2007,0,206.05641,0
"2891","Kudu","Hwange 2","Female",2009,0,206.05641,0
"2892","Kudu","Matetsi 4","Male",2018,13,206.05641,2678.73333
"2893","Kudu","Matetsi 3","Female",2014,0,206.05641,0
"2894","Kudu","Matetsi 5","Male",2006,NA,206.05641,NA
"2895","Kudu","Deka Pool","Male",2018,10,206.05641,2060.5641
"2896","Kudu","Matetsi 2","Male",2011,10,206.05641,2060.5641
"2897","Kudu","Hwange 1","Male",2002,NA,206.05641,NA
"2898","Kudu","Deka Tail","Female",2001,NA,206.05641,NA
"2899","Kudu","Fuller","Female",2014,2,206.05641,412.11282
"2900","Kudu","Hwange 2","Male",2016,3,206.05641,618.16923
"2901","Kudu","Matetsi 2","Male",2017,11,206.05641,2266.62051
"2902","Kudu","Matetsi 5","Male",2013,10,206.05641,2060.5641
"2903","Kudu","Hwange 1","Male",2010,4,206.05641,824.22564
"2904","Kudu","Hwange 1","Male",2011,4,206.05641,824.22564
"2905","Kudu","Hwange 1","Male",2012,4,206.05641,824.22564
"2906","Kudu","Hwange 1","Male",2013,4,206.05641,824.22564
"2907","Kudu","Deka Tail","Female",2013,4,206.05641,824.22564
"2908","Kudu","Matetsi 6","Female",2011,3,206.05641,618.16923
"2909","Kudu","Matetsi 3","Male",2018,12,206.05641,2472.67692
"2910","Kudu","Matetsi 5","Female",2000,NA,206.05641,NA
"2911","Kudu","Matetsi 3","Male",2016,12,206.05641,2472.67692
"2912","Kudu","Matetsi 1","Male",2010,20,206.05641,4121.1282
"2913","Kudu","Matetsi 2","Male",2015,11,206.05641,2266.62051
"2914","Kudu","Deka Pool","Female",2015,0,206.05641,0
"2915","Kudu","Matetsi 2","Female",2002,NA,206.05641,NA
"2916","Kudu","Matetsi 4","Female",2014,0,206.05641,0
"2917","Kudu","Matetsi 4","Female",2015,0,206.05641,0
"2918","Kudu","Matetsi 4","Female",2017,0,206.05641,0
"2919","Kudu","Matetsi 3","Female",2001,NA,206.05641,NA
"2920","Kudu","Matetsi 3","Female",2002,NA,206.05641,NA
"2921","Kudu","Matetsi 4","Male",2004,NA,206.05641,NA
"2922","Kudu","Matetsi 4","Male",2005,NA,206.05641,NA
"2923","Kudu","Ngamo & Sikumi","Female",2001,3,206.05641,618.16923
"2924","Kudu","Matetsi 1","Male",2009,20,206.05641,4121.1282
"2925","Kudu","Matetsi 5","Male",2008,10,206.05641,2060.5641
"2926","Kudu","Matetsi 2","Female",2005,NA,206.05641,NA
"2927","Kudu","Deka Tail","Female",2002,NA,206.05641,NA
"2928","Kudu","Deka Tail","Female",2003,NA,206.05641,NA
"2929","Kudu","Deka Pool","Male",2005,NA,206.05641,NA
"2930","Kudu","Matetsi 1","Female",2014,0,206.05641,0
"2931","Kudu","Ngamo & Sikumi","Male",2011,6,206.05641,1236.33846
"2932","Kudu","Ngamo & Sikumi","Male",2014,6,206.05641,1236.33846
"2933","Kudu","Matetsi 2","Male",2006,10,206.05641,2060.5641
"2934","Kudu","Matetsi 2","Male",2007,10,206.05641,2060.5641
"2935","Kudu","Deka Pool","Male",2017,10,206.05641,2060.5641
"2936","Kudu","Matetsi 3","Female",2016,0,206.05641,0
"2937","Kudu","Matetsi 3","Female",2017,0,206.05641,0
"2938","Kudu","Fuller","Female",2013,2,206.05641,412.11282
"2939","Kudu","Deka Pool","Male",2000,NA,206.05641,NA
"2940","Kudu","Deka Pool","Female",2014,0,206.05641,0
"2941","Kudu","Deka Pool","Female",2012,0,206.05641,0
"2942","Kudu","Hwange 1","Male",2008,4,206.05641,824.22564
"2943","Kudu","Matetsi 2","Female",2001,NA,206.05641,NA
"2944","Kudu","Matetsi 1","Female",2015,0,206.05641,0
"2945","Kudu","Matetsi 5","Male",2015,10,206.05641,2060.5641
"2946","Kudu","Matetsi 4","Female",2010,3,206.05641,618.16923
"2947","Kudu","Fuller","Female",2010,2,206.05641,412.11282
"2948","Kudu","Deka Tail","Female",2014,3,206.05641,618.16923
"2949","Kudu","Deka Tail","Female",2015,3,206.05641,618.16923
"2950","Kudu","Matetsi 3","Male",2017,12,206.05641,2472.67692
"2951","Kudu","Deka Pool","Female",2018,0,206.05641,0
"2952","Kudu","Hwange 1","Male",2003,NA,206.05641,NA
"2953","Kudu","Hwange 1","Male",2004,NA,206.05641,NA
"2954","Kudu","Hwange 2","Male",2000,NA,206.05641,NA
"2955","Kudu","Deka Pool","Female",2010,0,206.05641,0
"2956","Kudu","Hwange 1","Male",2007,4,206.05641,824.22564
"2957","Kudu","Matetsi 2","Female",2000,NA,206.05641,NA
"2958","Kudu","Matetsi 4","Female",2016,0,206.05641,0
"2959","Kudu","Matetsi 4","Female",2018,0,206.05641,0
"2960","Kudu","Deka Pool","Female",2017,0,206.05641,0
"2961","Kudu","Hwange 2","Female",2000,NA,206.05641,NA
"2962","Kudu","Ngamo & Sikumi","Female",2000,3,206.05641,618.16923
"2963","Kudu","Matetsi 1","Male",2008,14,206.05641,2884.78974
"2964","Kudu","Ngamo & Sikumi","Female",2017,1,206.05641,206.05641
"2965","Kudu","Matetsi 3","Male",2015,12,206.05641,2472.67692
"2966","Kudu","Hwange 2","Male",2014,3,206.05641,618.16923
"2967","Kudu","Hwange 2","Male",2015,3,206.05641,618.16923
"2968","Kudu","Hwange 1","Male",2005,NA,206.05641,NA
"2969","Kudu","Matetsi 3","Male",2008,12,206.05641,2472.67692
"2970","Kudu","Hwange 2","Male",2003,NA,206.05641,NA
"2971","Kudu","Deka Pool","Male",2006,6,206.05641,1236.33846
"2972","Kudu","Deka Pool","Male",2008,7,206.05641,1442.39487
"2973","Kudu","Hwange 2","Female",2010,0,206.05641,0
"2974","Kudu","Ngamo & Sikumi","Male",2015,6,206.05641,1236.33846
"2975","Kudu","Matetsi 2","Male",2008,10,206.05641,2060.5641
"2976","Kudu","Matetsi 2","Male",2010,10,206.05641,2060.5641
"2977","Kudu","Hwange 2","Male",2013,3,206.05641,618.16923
"2978","Kudu","Kazuma","Female",2000,4,206.05641,824.22564
"2979","Kudu","Hwange 2","Female",2016,0,206.05641,0
"2980","Kudu","Hwange 2","Female",2018,0,206.05641,0
"2981","Kudu","Hwange 1","Male",2018,4,206.05641,824.22564
"2982","Kudu","Matetsi 3","Male",2000,NA,206.05641,NA
"2983","Kudu","Deka Pool","Female",2009,0,206.05641,0
"2984","Kudu","Matetsi 6","Female",2002,NA,206.05641,NA
"2985","Kudu","Matetsi 6","Female",2003,NA,206.05641,NA
"2986","Kudu","Matetsi 6","Female",2004,NA,206.05641,NA
"2987","Kudu","Fuller","Female",2009,2,206.05641,412.11282
"2988","Kudu","Fuller","Female",2011,2,206.05641,412.11282
"2989","Kudu","Fuller","Female",2012,2,206.05641,412.11282
"2990","Kudu","Matetsi 3","Female",2015,0,206.05641,0
"2991","Kudu","Matetsi 3","Male",2014,12,206.05641,2472.67692
"2992","Kudu","Hwange 1","Male",2016,4,206.05641,824.22564
"2993","Kudu","Matetsi 2","Female",2004,NA,206.05641,NA
"2994","Kudu","Matetsi 3","Female",2018,0,206.05641,0
"2995","Kudu","Deka Pool","Female",2011,0,206.05641,0
"2996","Kudu","Hwange 1","Male",2006,4,206.05641,824.22564
"2997","Kudu","Kazuma","Female",2006,4,206.05641,824.22564
"2998","Kudu","Matetsi 1","Male",2001,12,206.05641,2472.67692
"2999","Kudu","Matetsi 1","Male",2004,12,206.05641,2472.67692
"3000","Kudu","Matetsi 4","Male",2002,NA,206.05641,NA
"3001","Kudu","Matetsi 4","Male",2003,NA,206.05641,NA
"3002","Kudu","Matetsi 1","Male",2007,12,206.05641,2472.67692
"3003","Kudu","Hwange 1","Male",2015,4,206.05641,824.22564
"3004","Kudu","Matetsi 2","Male",2009,10,206.05641,2060.5641
"3005","Kudu","Deka Pool","Male",2016,10,206.05641,2060.5641
"3006","Kudu","Kazuma","Female",2001,4,206.05641,824.22564
"3007","Kudu","Deka Pool","Female",2013,0,206.05641,0
"3008","Kudu","Kazuma","Female",2002,4,206.05641,824.22564
"3009","Kudu","Deka Pool","Female",2008,0,206.05641,0
"3010","Kudu","Matetsi 3","Male",2006,NA,206.05641,NA
"3011","Kudu","Kazuma","Female",2007,4,206.05641,824.22564
"3012","Kudu","Deka Pool","Male",2007,6,206.05641,1236.33846
"3013","Kudu","Hwange 2","Female",2008,0,206.05641,0
"3014","Kudu","Ngamo & Sikumi","Female",2010,3,206.05641,618.16923
"3015","Kudu","Ngamo & Sikumi","Male",2016,6,206.05641,1236.33846
"3016","Kudu","Matetsi 1","Male",2006,12,206.05641,2472.67692
"3017","Kudu","Hwange 1","Male",2014,4,206.05641,824.22564
"3018","Kudu","Matetsi 5","Male",2018,10,206.05641,2060.5641
"3019","Kudu","Matetsi 2","Female",2003,NA,206.05641,NA
"3020","Kudu","Deka Pool","Male",2015,10,206.05641,2060.5641
"3021","Kudu","Hwange 1","Male",2017,4,206.05641,824.22564
"3022","Kudu","Kazuma","Female",2003,4,206.05641,824.22564
"3023","Kudu","Hwange 2","Male",2001,NA,206.05641,NA
"3024","Kudu","Hwange 2","Male",2002,NA,206.05641,NA
"3025","Kudu","Matetsi 3","Male",2002,NA,206.05641,NA
"3026","Kudu","Matetsi 1","Female",2016,0,206.05641,0
"3027","Kudu","Matetsi 6","Female",2005,NA,206.05641,NA
"3028","Kudu","Matetsi 6","Female",2007,3,206.05641,618.16923
"3029","Kudu","Ngamo & Sikumi","Female",2011,3,206.05641,618.16923
"3030","Kudu","Matetsi 5","Male",2016,10,206.05641,2060.5641
"3031","Kudu","Ngamo & Sikumi","Male",2017,6,206.05641,1236.33846
"3032","Kudu","Ngamo & Sikumi","Male",2018,6,206.05641,1236.33846
"3033","Kudu","Matetsi 4","Female",2012,0,206.05641,0
"3034","Kudu","Hwange 2","Female",2017,0,206.05641,0
"3035","Kudu","Matetsi 4","Female",2013,0,206.05641,0
"3036","Kudu","Hwange 2","Female",2015,0,206.05641,0
"3037","Kudu","Kazuma","Female",2004,4,206.05641,824.22564
"3038","Kudu","Deka Pool","Female",2001,NA,206.05641,NA
"3039","Kudu","Matetsi 1","Male",2002,12,206.05641,2472.67692
"3040","Kudu","Matetsi 1","Male",2005,12,206.05641,2472.67692
"3041","Kudu","Matetsi 4","Male",2000,NA,206.05641,NA
"3042","Kudu","Matetsi 6","Female",2006,3,206.05641,618.16923
"3043","Kudu","Deka Pool","Female",2003,NA,206.05641,NA
"3044","Kudu","Matetsi 5","Male",2017,10,206.05641,2060.5641
"3045","Kudu","Kazuma","Female",2012,4,206.05641,824.22564
"3046","Kudu","Hwange 1","Male",2001,NA,206.05641,NA
"3047","Kudu","Kazuma","Female",2018,4,206.05641,824.22564
"3048","Kudu","Ngamo & Sikumi","Female",2016,1,206.05641,206.05641
"3049","Kudu","Matetsi 3","Male",2009,12,206.05641,2472.67692
"3050","Kudu","Hwange 2","Female",2014,0,206.05641,0
"3051","Kudu","Matetsi 3","Male",2001,NA,206.05641,NA
"3052","Kudu","Deka Pool","Female",2002,NA,206.05641,NA
"3053","Kudu","Hwange 1","Male",2009,4,206.05641,824.22564
"3054","Kudu","Matetsi 1","Female",2017,0,206.05641,0
"3055","Kudu","Kazuma","Female",2009,4,206.05641,824.22564
"3056","Kudu","Hwange 1","Male",2000,NA,206.05641,NA
"3057","Kudu","Deka Pool","Female",2004,NA,206.05641,NA
"3058","Kudu","Ngamo & Sikumi","Female",2012,3,206.05641,618.16923
"3059","Kudu","Matetsi 1","Female",2018,0,206.05641,0
"3060","Kudu","Deka Pool","Male",2014,10,206.05641,2060.5641
"3061","Kudu","Kazuma","Female",2017,4,206.05641,824.22564
"3062","Kudu","Hwange 1","Female",2018,0,206.05641,0
"3063","Kudu","Matetsi 1","Male",2000,12,206.05641,2472.67692
"3064","Kudu","Kazuma","Female",2008,4,206.05641,824.22564
"3065","Kudu","Deka Pool","Female",2000,NA,206.05641,NA
"3066","Kudu","Kazuma","Female",2005,4,206.05641,824.22564
"3067","Kudu","Matetsi 1","Male",2003,12,206.05641,2472.67692
"3068","Kudu","Ngamo & Sikumi","Female",2013,3,206.05641,618.16923
"3069","Kudu","Matetsi 3","Male",2013,12,206.05641,2472.67692
"3070","Kudu","Ngamo & Sikumi","Female",2015,1,206.05641,206.05641
"3071","Kudu","Kazuma","Female",2010,4,206.05641,824.22564
"3072","Kudu","Hwange 2","Female",2013,0,206.05641,0
"3073","Kudu","Deka Pool","Male",2012,10,206.05641,2060.5641
"3074","Kudu","Deka Pool","Male",2013,10,206.05641,2060.5641
"3075","Kudu","Matetsi 4","Female",2011,0,206.05641,0
"3076","Kudu","Kazuma","Female",2011,4,206.05641,824.22564
"3077","Kudu","Matetsi 3","Male",2003,NA,206.05641,NA
"3078","Kudu","Hwange 2","Female",2011,0,206.05641,0
"3079","Kudu","Deka Pool","Female",2007,2,206.05641,412.11282
"3080","Kudu","Hwange 1","Female",2017,0,206.05641,0
"3081","Kudu","Matetsi 3","Male",2010,12,206.05641,2472.67692
"3082","Kudu","Kazuma","Female",2016,4,206.05641,824.22564
"3083","Kudu","Matetsi 3","Male",2011,12,206.05641,2472.67692
"3084","Kudu","Deka Pool","Female",2006,2,206.05641,412.11282
"3085","Kudu","Matetsi 3","Male",2012,12,206.05641,2472.67692
"3086","Kudu","Deka Pool","Male",2009,7,206.05641,1442.39487
"3087","Kudu","Matetsi 3","Male",2007,12,206.05641,2472.67692
"3088","Kudu","Ngamo & Sikumi","Female",2014,1,206.05641,206.05641
"3089","Kudu","Kazuma","Female",2013,4,206.05641,824.22564
"3090","Kudu","Deka Pool","Male",2011,10,206.05641,2060.5641
"3091","Kudu","Kazuma","Female",2015,4,206.05641,824.22564
"3092","Kudu","Kazuma","Female",2014,4,206.05641,824.22564
"3093","Kudu","Hwange 2","Female",2012,0,206.05641,0
"3094","Kudu","Matetsi 3","Male",2005,NA,206.05641,NA
"3095","Kudu","Deka Pool","Female",2005,NA,206.05641,NA
"3096","Kudu","Matetsi 3","Male",2004,NA,206.05641,NA
"3097","Kudu","Deka Pool","Male",2010,10,206.05641,2060.5641
"3098","Leopard","Hwange 1","Male",2018,2,53.074995,106.14999
"3099","Leopard","Hwange 2","Male",2017,1,53.074995,53.074995
"3100","Leopard","Hwange 2","Male",2016,1,53.074995,53.074995
"3101","Leopard","Deka Tail","Male",2004,NA,53.074995,NA
"3102","Leopard","Hwange 2","Male",2015,2,53.074995,106.14999
"3103","Leopard","Hwange 1","Male",2015,3,53.074995,159.224985
"3104","Leopard","Deka Tail","Male",2000,NA,53.074995,NA
"3105","Leopard","Hwange 1","Male",2016,2,53.074995,106.14999
"3106","Leopard","Hwange 2","Male",2013,2,53.074995,106.14999
"3107","Leopard","Hwange 2","Male",2011,2,53.074995,106.14999
"3108","Leopard","Deka Tail","Male",2001,NA,53.074995,NA
"3109","Leopard","Matetsi 4","Male",2000,NA,53.074995,NA
"3110","Leopard","Matetsi 1","Male",2018,3,53.074995,159.224985
"3111","Leopard","Deka Tail","Male",2002,NA,53.074995,NA
"3112","Leopard","Hwange 1","Male",2017,2,53.074995,106.14999
"3113","Leopard","Hwange 2","Male",2014,2,53.074995,106.14999
"3114","Leopard","Hwange 1","Male",2012,3,53.074995,159.224985
"3115","Leopard","Hwange 2","Male",2009,2,53.074995,106.14999
"3116","Leopard","Hwange 2","Male",2010,2,53.074995,106.14999
"3117","Leopard","Fuller","Male",2004,1,53.074995,53.074995
"3118","Leopard","Matetsi 2","Male",2018,3,53.074995,159.224985
"3119","Leopard","Hwange 2","Male",2018,1,53.074995,53.074995
"3120","Leopard","Fuller","Male",2002,1,53.074995,53.074995
"3121","Leopard","Deka Tail","Male",2005,NA,53.074995,NA
"3122","Leopard","Hwange 1","Male",2010,3,53.074995,159.224985
"3123","Leopard","Hwange 1","Male",2007,3,53.074995,159.224985
"3124","Leopard","Matetsi 3","Male",2011,5,53.074995,265.374975
"3125","Leopard","Matetsi 1","Male",2014,4,53.074995,212.29998
"3126","Leopard","Fuller","Male",2001,1,53.074995,53.074995
"3127","Leopard","Hwange 1","Male",2014,3,53.074995,159.224985
"3128","Leopard","Matetsi 5","Male",2018,3,53.074995,159.224985
"3129","Leopard","Hwange 2","Male",2007,2,53.074995,106.14999
"3130","Leopard","Matetsi 2","Male",2017,3,53.074995,159.224985
"3131","Leopard","Matetsi 1","Male",2017,3,53.074995,159.224985
"3132","Leopard","Deka Tail","Male",2010,4,53.074995,212.29998
"3133","Leopard","Hwange 2","Male",2008,2,53.074995,106.14999
"3134","Leopard","Hwange 1","Male",2009,3,53.074995,159.224985
"3135","Leopard","Matetsi 3","Male",2002,NA,53.074995,NA
"3136","Leopard","Hwange 2","Male",2012,2,53.074995,106.14999
"3137","Leopard","Matetsi 5","Male",2016,3,53.074995,159.224985
"3138","Leopard","Matetsi 5","Male",2015,4,53.074995,212.29998
"3139","Leopard","Fuller","Male",2000,NA,53.074995,NA
"3140","Leopard","Hwange 2","Male",2006,4,53.074995,212.29998
"3141","Leopard","Deka Tail","Male",2003,NA,53.074995,NA
"3142","Leopard","Fuller","Male",2003,1,53.074995,53.074995
"3143","Leopard","Matetsi 1","Male",2016,3,53.074995,159.224985
"3144","Leopard","Hwange 1","Male",2006,3,53.074995,159.224985
"3145","Leopard","Hwange 1","Male",2005,NA,53.074995,NA
"3146","Leopard","Hwange 1","Male",2004,NA,53.074995,NA
"3147","Leopard","Hwange 1","Male",2008,3,53.074995,159.224985
"3148","Leopard","Fuller","Male",2005,1,53.074995,53.074995
"3149","Leopard","Matetsi 3","Male",2003,NA,53.074995,NA
"3150","Leopard","Hwange 1","Male",2013,3,53.074995,159.224985
"3151","Leopard","Matetsi 5","Male",2014,4,53.074995,212.29998
"3152","Leopard","Matetsi 3","Male",2006,NA,53.074995,NA
"3153","Leopard","Matetsi 3","Male",2009,5,53.074995,265.374975
"3154","Leopard","Matetsi 2","Male",2016,3,53.074995,159.224985
"3155","Leopard","Matetsi 2","Male",2015,3,53.074995,159.224985
"3156","Leopard","Matetsi 2","Male",2013,4,53.074995,212.29998
"3157","Leopard","Deka Tail","Male",2009,4,53.074995,212.29998
"3158","Leopard","Deka Pool","Male",2006,4,53.074995,212.29998
"3159","Leopard","Ngamo & Sikumi","Male",2010,3,53.074995,159.224985
"3160","Leopard","Fuller","Male",2011,1,53.074995,53.074995
"3161","Leopard","Kazuma","Male",2014,2,53.074995,106.14999
"3162","Leopard","Kazuma","Male",2015,2,53.074995,106.14999
"3163","Leopard","Hwange 1","Male",2011,3,53.074995,159.224985
"3164","Leopard","Matetsi 5","Male",2017,3,53.074995,159.224985
"3165","Leopard","Matetsi 3","Male",2007,5,53.074995,265.374975
"3166","Leopard","Matetsi 3","Male",2008,5,53.074995,265.374975
"3167","Leopard","Matetsi 1","Male",2015,4,53.074995,212.29998
"3168","Leopard","Matetsi 2","Male",2014,4,53.074995,212.29998
"3169","Leopard","Matetsi 2","Male",2000,NA,53.074995,NA
"3170","Leopard","Matetsi 1","Male",2009,5,53.074995,265.374975
"3171","Leopard","Hwange 1","Male",2000,NA,53.074995,NA
"3172","Leopard","Hwange 1","Male",2003,NA,53.074995,NA
"3173","Leopard","Matetsi 3","Male",2001,NA,53.074995,NA
"3174","Leopard","Matetsi 2","Male",2001,NA,53.074995,NA
"3175","Leopard","Matetsi 3","Male",2010,5,53.074995,265.374975
"3176","Leopard","Kazuma","Male",2018,2,53.074995,106.14999
"3177","Leopard","Matetsi 5","Male",2010,NA,53.074995,NA
"3178","Leopard","Matetsi 5","Male",2013,4,53.074995,212.29998
"3179","Leopard","Hwange 2","Male",2005,NA,53.074995,NA
"3180","Leopard","Hwange 2","Male",2004,NA,53.074995,NA
"3181","Leopard","Hwange 2","Male",2002,NA,53.074995,NA
"3182","Leopard","Matetsi 2","Male",2012,4,53.074995,212.29998
"3183","Leopard","Fuller","Male",2009,1,53.074995,53.074995
"3184","Leopard","Kazuma","Male",2000,4,53.074995,212.29998
"3185","Leopard","Kazuma","Male",2001,4,53.074995,212.29998
"3186","Leopard","Fuller","Male",2010,1,53.074995,53.074995
"3187","Leopard","Deka Tail","Male",2017,1,53.074995,53.074995
"3188","Leopard","Matetsi 2","Male",2002,NA,53.074995,NA
"3189","Leopard","Matetsi 2","Male",2003,NA,53.074995,NA
"3190","Leopard","Deka Pool","Male",2014,3,53.074995,159.224985
"3191","Leopard","Matetsi 5","Male",2011,5,53.074995,265.374975
"3192","Leopard","Matetsi 1","Male",2013,4,53.074995,212.29998
"3193","Leopard","Hwange 2","Male",2003,NA,53.074995,NA
"3194","Leopard","Deka Tail","Male",2006,NA,53.074995,NA
"3195","Leopard","Hwange 1","Male",2002,NA,53.074995,NA
"3196","Leopard","Matetsi 3","Male",2000,NA,53.074995,NA
"3197","Leopard","Hwange 1","Male",2001,NA,53.074995,NA
"3198","Leopard","Matetsi 2","Male",2008,5,53.074995,265.374975
"3199","Leopard","Ngamo & Sikumi","Male",2018,3,53.074995,159.224985
"3200","Leopard","Ngamo & Sikumi","Male",2008,3,53.074995,159.224985
"3201","Leopard","Deka Tail","Male",2018,2,53.074995,106.14999
"3202","Leopard","Matetsi 6","Male",2014,4,53.074995,212.29998
"3203","Leopard","Matetsi 1","Male",2010,5,53.074995,265.374975
"3204","Leopard","Matetsi 1","Male",2011,5,53.074995,265.374975
"3205","Leopard","Matetsi 5","Male",2012,4,53.074995,212.29998
"3206","Leopard","Matetsi 5","Male",2007,5,53.074995,265.374975
"3207","Leopard","Matetsi 1","Male",2012,4,53.074995,212.29998
"3208","Leopard","Deka Tail","Male",2007,4,53.074995,212.29998
"3209","Leopard","Deka Tail","Male",2008,4,53.074995,212.29998
"3210","Leopard","Fuller","Male",2008,1,53.074995,53.074995
"3211","Leopard","Ngamo & Sikumi","Male",2004,3,53.074995,159.224985
"3212","Leopard","Deka Pool","Male",2005,NA,53.074995,NA
"3213","Leopard","Kazuma","Male",2011,2,53.074995,106.14999
"3214","Leopard","Fuller","Male",2012,1,53.074995,53.074995
"3215","Leopard","Deka Tail","Male",2011,3,53.074995,159.224985
"3216","Leopard","Fuller","Male",2006,1,53.074995,53.074995
"3217","Leopard","Fuller","Male",2007,1,53.074995,53.074995
"3218","Leopard","Matetsi 3","Male",2004,NA,53.074995,NA
"3219","Leopard","Matetsi 3","Male",2005,NA,53.074995,NA
"3220","Leopard","Matetsi 4","Male",2002,NA,53.074995,NA
"3221","Leopard","Deka Pool","Male",2002,NA,53.074995,NA
"3222","Leopard","Deka Pool","Male",2017,3,53.074995,159.224985
