"","year","country","land_use","class","description","area"
"965",2010,"ZW","State Forest","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.08946432
"1049",2010,"ZW","Other Land","120","Shrubland",2470.73612544
"1059",2010,"ZW","Forest Reserve","120","Shrubland",188.68025088
"1132",2010,"ZW","National Park","120","Shrubland",2148.9329664
"1144",2010,"ZW","Safari Area","120","Shrubland",2537.38704384
"1168",2010,"ZW","Other Land","120","Shrubland",19.2348288
"1215",2010,"ZW","Forest Reserve","120","Shrubland",7.33607424
"1242",2010,"ZW","Wildlife Management Area","120","Shrubland",1768.79907072
"1353",2010,"ZW","Hunting Reserve","120","Shrubland",13.15125504
"1368",2010,"ZW","State Forest","120","Shrubland",118.9875456
"1403",2010,"ZW","Other Land","122","Shrubland deciduous",29.79161856
"1416",2010,"ZW","National Park","122","Shrubland deciduous",12.9723264
"1525",2010,"ZW","Safari Area","122","Shrubland deciduous",4.11535872
"1534",2010,"ZW","Other Land","122","Shrubland deciduous",0.08946432
"1554",2010,"ZW","Wildlife Management Area","122","Shrubland deciduous",24.96054528
"1556",2010,"ZW","State Forest","122","Shrubland deciduous",2.77339392
"1561",2010,"ZW","Forest Reserve","122","Shrubland deciduous",0.53678592
"1656",2010,"ZW","Other Land","130","Grassland",5.09946624
"1664",2010,"ZW","National Park","130","Grassland",105.47843328
"1748",2010,"ZW","Hunting Reserve","130","Grassland",4.9205376
"1755",2010,"ZW","Safari Area","130","Grassland",10.2883968
"1768",2010,"ZW","Forest Reserve","130","Grassland",0.80517888
"1799",2010,"ZW","State Forest","130","Grassland",1.52089344
"1810",2010,"ZW","Wildlife Management Area","130","Grassland",4.29428736
"1932",2010,"ZW","Wildlife Management Area","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",1.69982208
"1954",2010,"ZW","Safari Area","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",0.35785728
"1967",2010,"ZW","Other Land","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",1.3419648
"2005",2010,"ZW","National Park","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",0.17892864
"2058",2010,"ZW","Other Land","190","Urban areas",20.04000768
"2098",2010,"ZW","Other Land","200","Bare areas",8.85696768
"2154",2010,"ZW","Other Land","210","Water bodies",1.25250048
"2164",2010,"ZW","Wildlife Management Area","210","Water bodies",10.19893248
"2197",2010,"ZW","National Park","210","Water bodies",3.5785728
"2258",2010,"ZW","Safari Area","210","Water bodies",0.17892864
"2348",2010,"ZW","Other Land","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",15.92464896
"2364",2010,"ZW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",1.3419648
"2440",2010,"ZW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",5.90464512
"2456",2010,"ZW","Safari Area","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",3.31017984
"2471",2010,"ZW","Wildlife Management Area","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",4.56268032
"2513",2010,"ZW","National Park","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",519.3403776
"2516",2010,"ZW","State Forest","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",25.22893824
"2532",2010,"ZW","Hunting Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",0.8946432
"2573",2010,"ZW","Other Land","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",1.61035776
"2618",2010,"ZW","National Park","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",0.8946432
"2717",2010,"ZW","State Forest","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",0.4473216
"2728",2010,"ZW","Wildlife Management Area","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",6.17303808
"2754",2010,"ZW","Safari Area","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",2.05767936
"2796",2010,"ZW","Forest Reserve","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",0.08946432
"2838",2010,"ZW","Wildlife Management Area","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",90.62735616
"2877",2010,"ZW","Other Land","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",506.18912256
"2911",2010,"ZW","Hunting Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",10.37786112
"2970",2010,"ZW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",46.61091072
"2990",2010,"ZW","State Forest","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",188.85917952
"3002",2010,"ZW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",0.62625024
"3029",2010,"ZW","National Park","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",261.32527872
"3069",2010,"ZW","Safari Area","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",66.82984704
"3115",2010,"ZW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",618.28791552
"3163",2010,"ZW","Wildlife Management Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",116.57200896
"3212",2010,"ZW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",0.08946432
"3253",2010,"ZW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",318.58244352
"3263",2010,"ZW","Hunting Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",19.14536448
"3275",2010,"ZW","State Forest","62","Tree cover  broadleaved  deciduous  open (15-40%)",453.22624512
"3297",2010,"ZW","National Park","62","Tree cover  broadleaved  deciduous  open (15-40%)",2886.02949888
"3311",2010,"ZW","Safari Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",323.4135168
"3341",2010,"ZW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",17.26661376
"127",2011,"ZW","State Forest","10","Crop rainfed",3.39964416
"148",2011,"ZW","Forest Reserve","10","Crop rainfed",0.26839296
"151",2011,"ZW","National Park","10","Crop rainfed",315.71958528
"164",2011,"ZW","Safari Area","10","Crop rainfed",6.44143104
"177",2011,"ZW","Other Land","10","Crop rainfed",224.37651456
"207",2011,"ZW","Wildlife Management Area","10","Crop rainfed",113.70915072
"300",2011,"ZW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",75.41842176
"311",2011,"ZW","Forest Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",0.26839296
"344",2011,"ZW","National Park","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",49.02644736
"356",2011,"ZW","Safari Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",9.57268224
"410",2011,"ZW","Wildlife Management Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",46.5214464
"420",2011,"ZW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",2.05767936
"470",2011,"ZW","State Forest","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",1.61035776
"512",2011,"ZW","Hunting Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",0.4473216
"566",2011,"ZW","Other Land","11","Crop rainfed - herbaceous cover",156.20470272
"583",2011,"ZW","National Park","11","Crop rainfed - herbaceous cover",10.37786112
"647",2011,"ZW","Wildlife Management Area","11","Crop rainfed - herbaceous cover",116.03522304
"715",2011,"ZW","Safari Area","11","Crop rainfed - herbaceous cover",3.48910848
"733",2011,"ZW","State Forest","11","Crop rainfed - herbaceous cover",1.69982208
"787",2011,"ZW","Other Land","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",17.53500672
"800",2011,"ZW","National Park","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",4.83107328
"835",2011,"ZW","State Forest","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.08946432
"859",2011,"ZW","Forest Reserve","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.17892864
"883",2011,"ZW","Wildlife Management Area","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",10.02000384
"911",2011,"ZW","Safari Area","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",8.58857472
"1014",2011,"ZW","Other Land","120","Shrubland",19.2348288
"1119",2011,"ZW","State Forest","120","Shrubland",118.9875456
"1123",2011,"ZW","Other Land","120","Shrubland",2471.36237568
"1127",2011,"ZW","Safari Area","120","Shrubland",2537.38704384
"1128",2011,"ZW","Wildlife Management Area","120","Shrubland",1768.79907072
"1153",2011,"ZW","National Park","120","Shrubland",2149.46975232
"1184",2011,"ZW","Forest Reserve","120","Shrubland",7.33607424
"1217",2011,"ZW","Forest Reserve","120","Shrubland",188.68025088
"1257",2011,"ZW","Hunting Reserve","120","Shrubland",13.15125504
"1378",2011,"ZW","Other Land","122","Shrubland deciduous",0.08946432
"1441",2011,"ZW","State Forest","122","Shrubland deciduous",2.77339392
"1446",2011,"ZW","Forest Reserve","122","Shrubland deciduous",0.53678592
"1450",2011,"ZW","Other Land","122","Shrubland deciduous",29.79161856
"1463",2011,"ZW","National Park","122","Shrubland deciduous",12.9723264
"1518",2011,"ZW","Safari Area","122","Shrubland deciduous",4.11535872
"1549",2011,"ZW","Wildlife Management Area","122","Shrubland deciduous",24.96054528
"1649",2011,"ZW","State Forest","130","Grassland",1.52089344
"1705",2011,"ZW","Other Land","130","Grassland",5.09946624
"1708",2011,"ZW","National Park","130","Grassland",105.47843328
"1723",2011,"ZW","Safari Area","130","Grassland",10.2883968
"1756",2011,"ZW","Hunting Reserve","130","Grassland",4.9205376
"1831",2011,"ZW","Forest Reserve","130","Grassland",0.80517888
"1861",2011,"ZW","Wildlife Management Area","130","Grassland",4.29428736
"1935",2011,"ZW","Wildlife Management Area","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",1.69982208
"1947",2011,"ZW","Other Land","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",1.3419648
"1953",2011,"ZW","National Park","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",0.17892864
"1966",2011,"ZW","Safari Area","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",0.35785728
"2043",2011,"ZW","Other Land","190","Urban areas",20.04000768
"2099",2011,"ZW","Other Land","200","Bare areas",8.85696768
"2163",2011,"ZW","Other Land","210","Water bodies",1.25250048
"2169",2011,"ZW","Safari Area","210","Water bodies",0.17892864
"2180",2011,"ZW","National Park","210","Water bodies",3.5785728
"2182",2011,"ZW","Wildlife Management Area","210","Water bodies",10.19893248
"2284",2011,"ZW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",5.90464512
"2300",2011,"ZW","Safari Area","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",3.31017984
"2304",2011,"ZW","National Park","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",524.35037952
"2328",2011,"ZW","Other Land","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",15.92464896
"2373",2011,"ZW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",1.3419648
"2379",2011,"ZW","Hunting Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",0.8946432
"2439",2011,"ZW","Wildlife Management Area","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",4.56268032
"2507",2011,"ZW","State Forest","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",25.22893824
"2588",2011,"ZW","National Park","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",0.8946432
"2641",2011,"ZW","State Forest","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",0.4473216
"2692",2011,"ZW","Forest Reserve","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",0.08946432
"2695",2011,"ZW","Other Land","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",1.25250048
"2736",2011,"ZW","Wildlife Management Area","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",6.17303808
"2794",2011,"ZW","Safari Area","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",2.05767936
"2845",2011,"ZW","National Park","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",259.53599232
"2871",2011,"ZW","Other Land","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",505.9207296
"2873",2011,"ZW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",0.62625024
"2888",2011,"ZW","Wildlife Management Area","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",90.62735616
"2964",2011,"ZW","Hunting Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",10.37786112
"2999",2011,"ZW","State Forest","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",188.85917952
"3037",2011,"ZW","Safari Area","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",66.82984704
"3054",2011,"ZW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",46.61091072
"3146",2011,"ZW","National Park","62","Tree cover  broadleaved  deciduous  open (15-40%)",2881.37735424
"3172",2011,"ZW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",618.28791552
"3241",2011,"ZW","State Forest","62","Tree cover  broadleaved  deciduous  open (15-40%)",453.22624512
"3252",2011,"ZW","Wildlife Management Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",116.57200896
"3308",2011,"ZW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",17.26661376
"3319",2011,"ZW","Safari Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",323.4135168
"3344",2011,"ZW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",318.58244352
"3353",2011,"ZW","Hunting Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",19.14536448
"3411",2011,"ZW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",0.08946432
"24",2012,"ZW","Other Land","10","Crop rainfed",225.53955072
"76",2012,"ZW","Forest Reserve","10","Crop rainfed",0.26839296
"93",2012,"ZW","Safari Area","10","Crop rainfed",6.44143104
"203",2012,"ZW","Wildlife Management Area","10","Crop rainfed",113.70915072
"204",2012,"ZW","State Forest","10","Crop rainfed",3.39964416
"215",2012,"ZW","National Park","10","Crop rainfed",316.88262144
"288",2012,"ZW","State Forest","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",1.69982208
"346",2012,"ZW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",2.05767936
"377",2012,"ZW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",75.41842176
"380",2012,"ZW","Wildlife Management Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",46.5214464
"391",2012,"ZW","National Park","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",49.02644736
"406",2012,"ZW","Safari Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",9.57268224
"456",2012,"ZW","Forest Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",0.26839296
"481",2012,"ZW","Hunting Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",0.4473216
"574",2012,"ZW","State Forest","11","Crop rainfed - herbaceous cover",1.96821504
"586",2012,"ZW","Other Land","11","Crop rainfed - herbaceous cover",156.29416704
"606",2012,"ZW","Wildlife Management Area","11","Crop rainfed - herbaceous cover",116.03522304
"668",2012,"ZW","Hunting Reserve","11","Crop rainfed - herbaceous cover",0.08946432
"686",2012,"ZW","National Park","11","Crop rainfed - herbaceous cover",14.22482688
"699",2012,"ZW","Safari Area","11","Crop rainfed - herbaceous cover",3.48910848
"797",2012,"ZW","Safari Area","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",8.58857472
"852",2012,"ZW","Wildlife Management Area","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",10.02000384
"906",2012,"ZW","Forest Reserve","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.17892864
"925",2012,"ZW","State Forest","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.08946432
"933",2012,"ZW","Other Land","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",16.28250624
"993",2012,"ZW","National Park","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",4.0258944
"1015",2012,"ZW","Other Land","120","Shrubland",2471.36237568
"1038",2012,"ZW","Hunting Reserve","120","Shrubland",13.15125504
"1202",2012,"ZW","Safari Area","120","Shrubland",2537.38704384
"1225",2012,"ZW","Other Land","120","Shrubland",19.2348288
"1230",2012,"ZW","National Park","120","Shrubland",2149.73814528
"1249",2012,"ZW","State Forest","120","Shrubland",118.540224
"1265",2012,"ZW","Forest Reserve","120","Shrubland",188.68025088
"1271",2012,"ZW","Forest Reserve","120","Shrubland",7.33607424
"1343",2012,"ZW","Wildlife Management Area","120","Shrubland",1768.79907072
"1493",2012,"ZW","State Forest","122","Shrubland deciduous",2.77339392
"1511",2012,"ZW","Other Land","122","Shrubland deciduous",0.08946432
"1530",2012,"ZW","Safari Area","122","Shrubland deciduous",4.11535872
"1555",2012,"ZW","National Park","122","Shrubland deciduous",12.9723264
"1585",2012,"ZW","Wildlife Management Area","122","Shrubland deciduous",24.96054528
"1590",2012,"ZW","Forest Reserve","122","Shrubland deciduous",0.53678592
"1611",2012,"ZW","Other Land","122","Shrubland deciduous",29.79161856
"1689",2012,"ZW","Forest Reserve","130","Grassland",0.80517888
"1694",2012,"ZW","State Forest","130","Grassland",1.52089344
"1759",2012,"ZW","National Park","130","Grassland",102.07878912
"1793",2012,"ZW","Hunting Reserve","130","Grassland",4.83107328
"1854",2012,"ZW","Safari Area","130","Grassland",10.2883968
"1868",2012,"ZW","Wildlife Management Area","130","Grassland",4.29428736
"1903",2012,"ZW","Other Land","130","Grassland",5.09946624
"1958",2012,"ZW","National Park","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",0.17892864
"1989",2012,"ZW","Wildlife Management Area","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",1.69982208
"2000",2012,"ZW","Safari Area","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",0.35785728
"2012",2012,"ZW","Other Land","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",1.3419648
"2044",2012,"ZW","Other Land","190","Urban areas",20.04000768
"2136",2012,"ZW","Other Land","200","Bare areas",8.85696768
"2199",2012,"ZW","National Park","210","Water bodies",3.5785728
"2215",2012,"ZW","Other Land","210","Water bodies",1.25250048
"2228",2012,"ZW","Wildlife Management Area","210","Water bodies",10.19893248
"2249",2012,"ZW","Safari Area","210","Water bodies",0.17892864
"2269",2012,"ZW","Other Land","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",15.92464896
"2341",2012,"ZW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",1.3419648
"2366",2012,"ZW","Wildlife Management Area","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",4.56268032
"2428",2012,"ZW","Hunting Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",0.8946432
"2500",2012,"ZW","Safari Area","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",3.31017984
"2501",2012,"ZW","National Park","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",532.22323968
"2511",2012,"ZW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",5.90464512
"2541",2012,"ZW","State Forest","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",25.22893824
"2570",2012,"ZW","State Forest","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",0.4473216
"2630",2012,"ZW","Forest Reserve","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",0.08946432
"2635",2012,"ZW","National Park","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",0.8946432
"2652",2012,"ZW","Safari Area","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",2.05767936
"2661",2012,"ZW","Other Land","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",1.25250048
"2664",2012,"ZW","Wildlife Management Area","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",6.17303808
"2870",2012,"ZW","National Park","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",257.38884864
"2894",2012,"ZW","Other Land","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",505.9207296
"2908",2012,"ZW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",0.62625024
"2944",2012,"ZW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",46.61091072
"2958",2012,"ZW","Hunting Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",10.37786112
"3004",2012,"ZW","Safari Area","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",66.82984704
"3078",2012,"ZW","Wildlife Management Area","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",90.62735616
"3085",2012,"ZW","State Forest","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",189.12757248
"3119",2012,"ZW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",0.08946432
"3159",2012,"ZW","Hunting Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",19.14536448
"3194",2012,"ZW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",17.26661376
"3213",2012,"ZW","State Forest","62","Tree cover  broadleaved  deciduous  open (15-40%)",453.04731648
"3273",2012,"ZW","National Park","62","Tree cover  broadleaved  deciduous  open (15-40%)",2874.57806592
"3302",2012,"ZW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",618.28791552
"3369",2012,"ZW","Safari Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",323.4135168
"3380",2012,"ZW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",318.58244352
"3419",2012,"ZW","Wildlife Management Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",116.57200896
"43",2013,"ZW","Forest Reserve","10","Crop rainfed",0.26839296
"75",2013,"ZW","Wildlife Management Area","10","Crop rainfed",113.70915072
"88",2013,"ZW","National Park","10","Crop rainfed",317.24047872
"114",2013,"ZW","Other Land","10","Crop rainfed",225.53955072
"187",2013,"ZW","State Forest","10","Crop rainfed",3.39964416
"198",2013,"ZW","Safari Area","10","Crop rainfed",6.44143104
"246",2013,"ZW","National Park","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",50.45787648
"248",2013,"ZW","Safari Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",9.57268224
"301",2013,"ZW","Forest Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",0.26839296
"378",2013,"ZW","State Forest","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",1.69982208
"388",2013,"ZW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",75.41842176
"390",2013,"ZW","Wildlife Management Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",46.5214464
"394",2013,"ZW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",2.05767936
"450",2013,"ZW","Hunting Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",0.4473216
"556",2013,"ZW","Hunting Reserve","11","Crop rainfed - herbaceous cover",0.08946432
"613",2013,"ZW","National Park","11","Crop rainfed - herbaceous cover",14.3142912
"627",2013,"ZW","State Forest","11","Crop rainfed - herbaceous cover",1.96821504
"638",2013,"ZW","Wildlife Management Area","11","Crop rainfed - herbaceous cover",116.03522304
"656",2013,"ZW","Safari Area","11","Crop rainfed - herbaceous cover",3.48910848
"711",2013,"ZW","Other Land","11","Crop rainfed - herbaceous cover",156.29416704
"749",2013,"ZW","State Forest","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.08946432
"755",2013,"ZW","Forest Reserve","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.17892864
"764",2013,"ZW","National Park","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",3.48910848
"778",2013,"ZW","Other Land","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",16.28250624
"781",2013,"ZW","Wildlife Management Area","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",10.02000384
"804",2013,"ZW","Safari Area","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",8.58857472
"1009",2013,"ZW","National Park","120","Shrubland",2148.4856448
"1042",2013,"ZW","Other Land","120","Shrubland",19.2348288
"1064",2013,"ZW","Other Land","120","Shrubland",2469.84148224
"1133",2013,"ZW","Safari Area","120","Shrubland",2537.38704384
"1135",2013,"ZW","State Forest","120","Shrubland",118.540224
"1179",2013,"ZW","Hunting Reserve","120","Shrubland",13.15125504
"1238",2013,"ZW","Forest Reserve","120","Shrubland",7.33607424
"1269",2013,"ZW","Wildlife Management Area","120","Shrubland",1768.79907072
"1316",2013,"ZW","Forest Reserve","120","Shrubland",188.68025088
"1380",2013,"ZW","State Forest","122","Shrubland deciduous",2.77339392
"1392",2013,"ZW","Other Land","122","Shrubland deciduous",29.79161856
"1393",2013,"ZW","Other Land","122","Shrubland deciduous",0.08946432
"1425",2013,"ZW","National Park","122","Shrubland deciduous",12.9723264
"1431",2013,"ZW","Wildlife Management Area","122","Shrubland deciduous",24.96054528
"1451",2013,"ZW","Forest Reserve","122","Shrubland deciduous",0.53678592
"1512",2013,"ZW","Safari Area","122","Shrubland deciduous",4.11535872
"1632",2013,"ZW","National Park","130","Grassland",101.9893248
"1647",2013,"ZW","Forest Reserve","130","Grassland",0.80517888
"1676",2013,"ZW","Safari Area","130","Grassland",10.2883968
"1704",2013,"ZW","Hunting Reserve","130","Grassland",4.83107328
"1711",2013,"ZW","Other Land","130","Grassland",5.09946624
"1823",2013,"ZW","Wildlife Management Area","130","Grassland",4.29428736
"1912",2013,"ZW","State Forest","130","Grassland",1.52089344
"1941",2013,"ZW","National Park","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",0.17892864
"1969",2013,"ZW","Safari Area","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",0.35785728
"2026",2013,"ZW","Other Land","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",1.3419648
"2030",2013,"ZW","Wildlife Management Area","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",1.69982208
"2072",2013,"ZW","Other Land","190","Urban areas",20.129472
"2145",2013,"ZW","Other Land","200","Bare areas",8.85696768
"2198",2013,"ZW","National Park","210","Water bodies",3.5785728
"2225",2013,"ZW","Wildlife Management Area","210","Water bodies",10.19893248
"2243",2013,"ZW","Safari Area","210","Water bodies",0.17892864
"2247",2013,"ZW","Other Land","210","Water bodies",1.25250048
