"country","date","land use (tenure)","area_km2","npp"
"ZW",2014-05-15,"Wildlife (State)",10407.2959183416,355512.836530447
"ZW",2014-06-15,"Forest (State)",1503.06800479149,16926.1887159348
"ZW",2014-06-15,"Mixed (Communal)",1755.59235584195,34441.0629426241
"ZW",2014-06-15,"Mixed (Private)",2885.80229813681,2405.39357423782
"ZW",2014-06-15,"Wildlife (Communal)",2720.38140421689,42852.6752972603
"ZW",2014-06-15,"Wildlife (Private)",64.2702543464646,1072.31888604164
"ZW",2014-06-15,"Wildlife (State)",10407.2959183416,271580.220766544
"ZW",2014-07-15,"Forest (State)",1503.06800479149,14324.781239748
"ZW",2014-07-15,"Mixed (Communal)",1755.59235584195,30218.8581833839
"ZW",2014-07-15,"Mixed (Private)",2885.80229813681,2057.85436987877
"ZW",2014-07-15,"Wildlife (Communal)",2720.38140421689,37785.4214879274
"ZW",2014-07-15,"Wildlife (Private)",64.2702543464646,948.273639440536
"ZW",2014-07-15,"Wildlife (State)",10407.2959183416,232307.09161067
"ZW",2014-08-15,"Forest (State)",1503.06800479149,10507.3107402921
"ZW",2014-08-15,"Mixed (Communal)",1755.59235584195,22019.7341455221
"ZW",2014-08-15,"Mixed (Private)",2885.80229813681,1583.93701791763
"ZW",2014-08-15,"Wildlife (Communal)",2720.38140421689,27597.8818759918
"ZW",2014-08-15,"Wildlife (Private)",64.2702543464646,816.226395845413
"ZW",2014-08-15,"Wildlife (State)",10407.2959183416,188740.300690055
"ZW",2014-09-15,"Forest (State)",1503.06800479149,5141.06104168296
"ZW",2014-09-15,"Mixed (Communal)",1755.59235584195,10247.0079958141
"ZW",2014-09-15,"Mixed (Private)",2885.80229813681,730.885797142982
"ZW",2014-09-15,"Wildlife (Communal)",2720.38140421689,12357.7933674157
"ZW",2014-09-15,"Wildlife (Private)",64.2702543464646,420.616129100323
"ZW",2014-09-15,"Wildlife (State)",10407.2959183416,93576.9334321022
"ZW",2014-10-15,"Forest (State)",1503.06800479149,-4222.83653274179
"ZW",2014-10-15,"Mixed (Communal)",1755.59235584195,-8752.29336887598
"ZW",2014-10-15,"Mixed (Private)",2885.80229813681,-596.082648038864
"ZW",2014-10-15,"Wildlife (Communal)",2720.38140421689,-12092.7970874906
"ZW",2014-10-15,"Wildlife (Private)",64.2702543464646,-254.029531627893
"ZW",2014-10-15,"Wildlife (State)",10407.2959183416,-63678.2828893661
"ZW",2014-11-15,"Forest (State)",1503.06800479149,30.4606320820749
"ZW",2014-11-15,"Mixed (Communal)",1755.59235584195,-731.840562114492
"ZW",2014-11-15,"Mixed (Private)",2885.80229813681,4.2125984095037
"ZW",2014-11-15,"Wildlife (Communal)",2720.38140421689,-2069.22436413914
"ZW",2014-11-15,"Wildlife (Private)",64.2702543464646,117.840553283691
"ZW",2014-11-15,"Wildlife (State)",10407.2959183416,17099.1970621683
"ZW",2014-12-15,"Forest (State)",1503.06800479149,8507.55713474751
"ZW",2014-12-15,"Mixed (Communal)",1755.59235584195,22982.893717289
"ZW",2014-12-15,"Mixed (Private)",2885.80229813681,1236.39768600464
"ZW",2014-12-15,"Wildlife (Communal)",2720.38140421689,27257.6950090528
"ZW",2014-12-15,"Wildlife (Private)",64.2702543464646,529.188973903656
"ZW",2014-12-15,"Wildlife (State)",10407.2959183416,139377.189341903
"ZW",2015-01-15,"Forest (State)",1503.06800479149,26725.8250458241
"ZW",2015-01-15,"Mixed (Communal)",1755.59235584195,71962.4709663391
"ZW",2015-01-15,"Mixed (Private)",2885.80229813681,4237.87403583527
"ZW",2015-01-15,"Wildlife (Communal)",2720.38140421689,90414.9880411625
"ZW",2015-01-15,"Wildlife (Private)",64.2702543464646,1877.41730427742
"ZW",2015-01-15,"Wildlife (State)",10407.2959183416,501146.837297916
"ZW",2015-02-15,"Forest (State)",1503.06800479149,14401.3170182705
"ZW",2015-02-15,"Mixed (Communal)",1755.59235584195,34043.858351469
"ZW",2015-02-15,"Mixed (Private)",2885.80229813681,2247.42133617401
"ZW",2015-02-15,"Wildlife (Communal)",2720.38140421689,46172.5768268108
"ZW",2015-02-15,"Wildlife (Private)",64.2702543464646,1079.78935492039
"ZW",2015-02-15,"Wildlife (State)",10407.2959183416,216255.08403945
"ZW",2015-03-15,"Forest (State)",1503.06800479149,8866.2284989357
"ZW",2015-03-15,"Mixed (Communal)",1755.59235584195,16699.9018278122
"ZW",2015-03-15,"Mixed (Private)",2885.80229813681,857.263753414154
"ZW",2015-03-15,"Wildlife (Communal)",2720.38140421689,22244.9192881584
"ZW",2015-03-15,"Wildlife (Private)",64.2702543464646,536.393694877625
"ZW",2015-03-15,"Wildlife (State)",10407.2959183416,127607.031222105
"ZW",2015-04-15,"Forest (State)",1503.06800479149,25753.3644762039
"ZW",2015-04-15,"Mixed (Communal)",1755.59235584195,56766.3782322407
"ZW",2015-04-15,"Mixed (Private)",2885.80229813681,3195.2557849884
"ZW",2015-04-15,"Wildlife (Communal)",2720.38140421689,67958.5119276047
"ZW",2015-04-15,"Wildlife (Private)",64.2702543464646,1420.44879961014
"ZW",2015-04-15,"Wildlife (State)",10407.2959183416,412769.430990219
"ZW",2015-05-15,"Forest (State)",1503.06800479149,16700.5687329769
"ZW",2015-05-15,"Mixed (Communal)",1755.59235584195,33955.09818542
"ZW",2015-05-15,"Mixed (Private)",2885.80229813681,1931.47634983063
"ZW",2015-05-15,"Wildlife (Communal)",2720.38140421689,38822.4881415367
"ZW",2015-05-15,"Wildlife (Private)",64.2702543464646,893.322815775871
"ZW",2015-05-15,"Wildlife (State)",10407.2959183416,256026.284154177
"ZW",2015-06-15,"Forest (State)",1503.06800479149,17280.9625482559
"ZW",2015-06-15,"Mixed (Communal)",1755.59235584195,35022.3427129984
"ZW",2015-06-15,"Mixed (Private)",2885.80229813681,1963.07082295418
"ZW",2015-06-15,"Wildlife (Communal)",2720.38140421689,40266.8879237175
"ZW",2015-06-15,"Wildlife (Private)",64.2702543464646,979.218537807465
"ZW",2015-06-15,"Wildlife (State)",10407.2959183416,261740.693395615
"ZW",2015-07-15,"Forest (State)",1503.06800479149,12876.3663543463
"ZW",2015-07-15,"Mixed (Communal)",1755.59235584195,27076.0336765051
"ZW",2015-07-15,"Mixed (Private)",2885.80229813681,1583.93701791763
"ZW",2015-07-15,"Wildlife (Communal)",2720.38140421689,32055.3330116272
"ZW",2015-07-15,"Wildlife (Private)",64.2702543464646,816.492112517357
"ZW",2015-07-15,"Wildlife (State)",10407.2959183416,205527.365265131
"ZW",2015-08-15,"Forest (State)",1503.06800479149,6266.3266287446
"ZW",2015-08-15,"Mixed (Communal)",1755.59235584195,13528.4645145535
"ZW",2015-08-15,"Mixed (Private)",2885.80229813681,857.263753414154
"ZW",2015-08-15,"Wildlife (Communal)",2720.38140421689,16770.6574651003
"ZW",2015-08-15,"Wildlife (Private)",64.2702543464646,459.828740060329
"ZW",2015-08-15,"Wildlife (State)",10407.2959183416,111377.149731517
"ZW",2015-09-15,"Forest (State)",1503.06800479149,-1341.68503014743
"ZW",2015-09-15,"Mixed (Communal)",1755.59235584195,-2777.03744678199
"ZW",2015-09-15,"Mixed (Private)",2885.80229813681,-122.165351882577
"ZW",2015-09-15,"Wildlife (Communal)",2720.38140421689,-3947.29527684674
"ZW",2015-09-15,"Wildlife (Private)",64.2702543464646,-44.0885844565928
"ZW",2015-09-15,"Wildlife (State)",10407.2959183416,-14266.570767913
"ZW",2015-10-15,"Forest (State)",1503.06800479149,-4379.00788387656
"ZW",2015-10-15,"Mixed (Communal)",1755.59235584195,-10353.3364405632
"ZW",2015-10-15,"Mixed (Private)",2885.80229813681,-659.271658062935
"ZW",2015-10-15,"Wildlife (Communal)",2720.38140421689,-13853.5550487041
"ZW",2015-10-15,"Wildlife (Private)",64.2702543464646,-229.757865965366
"ZW",2015-10-15,"Wildlife (State)",10407.2959183416,-71459.3262172937
"ZW",2015-11-15,"Forest (State)",1503.06800479149,-33.4960683882236
"ZW",2015-11-15,"Mixed (Communal)",1755.59235584195,-977.125965323299
"ZW",2015-11-15,"Mixed (Private)",2885.80229813681,-58.9763777330518
"ZW",2015-11-15,"Wildlife (Communal)",2720.38140421689,-1695.31696753949
"ZW",2015-11-15,"Wildlife (Private)",64.2702543464646,2.32873966917396
"ZW",2015-11-15,"Wildlife (State)",10407.2959183416,-2662.18113273382
"ZW",2015-12-15,"Forest (State)",1503.06800479149,3786.36619734764
"ZW",2015-12-15,"Mixed (Communal)",1755.59235584195,6956.16145299375
"ZW",2015-12-15,"Mixed (Private)",2885.80229813681,193.779530823231
"ZW",2015-12-15,"Wildlife (Communal)",2720.38140421689,6707.60632021725
"ZW",2015-12-15,"Wildlife (Private)",64.2702543464646,49.2775593847036
"ZW",2015-12-15,"Wildlife (State)",10407.2959183416,10389.1772942804
"ZW",2016-01-15,"Forest (State)",1503.06800479149,6905.71652054787
"ZW",2016-01-15,"Mixed (Communal)",1755.59235584195,17550.3838885725
"ZW",2016-01-15,"Mixed (Private)",2885.80229813681,794.074807167053
"ZW",2016-01-15,"Wildlife (Communal)",2720.38140421689,18112.478279531
"ZW",2016-01-15,"Wildlife (Private)",64.2702543464646,404.877962708473
"ZW",2016-01-15,"Wildlife (State)",10407.2959183416,92248.842397213
"ZW",2016-02-15,"Forest (State)",1503.06800479149,11152.4586982727
"ZW",2016-02-15,"Mixed (Communal)",1755.59235584195,23798.8287080526
"ZW",2016-02-15,"Mixed (Private)",2885.80229813681,1615.53149104118
"ZW",2016-02-15,"Wildlife (Communal)",2720.38140421689,31116.3857750893
"ZW",2016-02-15,"Wildlife (Private)",64.2702543464646,674.848446965218
"ZW",2016-02-15,"Wildlife (State)",10407.2959183416,182184.886090994
"ZW",2016-03-15,"Forest (State)",1503.06800479149,31357.7241654396
"ZW",2016-03-15,"Mixed (Communal)",1755.59235584195,73173.0413124561
"ZW",2016-03-15,"Mixed (Private)",2885.80229813681,4237.87403583527
"ZW",2016-03-15,"Wildlife (Communal)",2720.38140421689,84145.2246725559
"ZW",2016-03-15,"Wildlife (Private)",64.2702543464646,1573.84451961517
"ZW",2016-03-15,"Wildlife (State)",10407.2959183416,515409.592443466
"ZW",2016-04-15,"Forest (State)",1503.06800479149,24441.0999948978
"ZW",2016-04-15,"Mixed (Communal)",1755.59235584195,49649.9115178585
"ZW",2016-04-15,"Mixed (Private)",2885.80229813681,2689.7442150116
"ZW",2016-04-15,"Wildlife (Communal)",2720.38140421689,58409.6534129381
"ZW",2016-04-15,"Wildlife (Private)",64.2702543464646,1171.02956151962
"ZW",2016-04-15,"Wildlife (State)",10407.2959183416,333469.041875839
"ZW",2016-05-15,"Forest (State)",1503.06800479149,18026.38570261
"ZW",2016-05-15,"Mixed (Communal)",1755.59235584195,37648.5532969236
"ZW",2016-05-15,"Mixed (Private)",2885.80229813681,2468.5827755928
"ZW",2016-05-15,"Wildlife (Communal)",2720.38140421689,46551.6221307516
"ZW",2016-05-15,"Wildlife (Private)",64.2702543464646,1240.38973450661
"ZW",2016-05-15,"Wildlife (State)",10407.2959183416,290425.831529856
"ZW",2016-06-15,"Forest (State)",1503.06800479149,16578.3249614239
"ZW",2016-06-15,"Mixed (Communal)",1755.59235584195,35171.9593595266
"ZW",2016-06-15,"Mixed (Private)",2885.80229813681,2121.04331612587
"ZW",2016-06-15,"Wildlife (Communal)",2720.38140421689,42971.641830802
"ZW",2016-06-15,"Wildlife (Private)",64.2702543464646,1132.08269953728
"ZW",2016-06-15,"Wildlife (State)",10407.2959183416,254424.472010851
"ZW",2016-07-15,"Forest (State)",1503.06800479149,15856.1105926037
"ZW",2016-07-15,"Mixed (Communal)",1755.59235584195,34620.354791522
"ZW",2016-07-15,"Mixed (Private)",2885.80229813681,2089.44884300232
"ZW",2016-07-15,"Wildlife (Communal)",2720.38140421689,42613.3246221542
"ZW",2016-07-15,"Wildlife (Private)",64.2702543464646,1148.08662891388
"ZW",2016-07-15,"Wildlife (State)",10407.2959183416,253529.138318539
"ZW",2016-08-15,"Forest (State)",1503.06800479149,6901.11022514105
"ZW",2016-08-15,"Mixed (Communal)",1755.59235584195,13859.8523147106
"ZW",2016-08-15,"Mixed (Private)",2885.80229813681,794.074807167053
"ZW",2016-08-15,"Wildlife (Communal)",2720.38140421689,16644.604288578
"ZW",2016-08-15,"Wildlife (Private)",64.2702543464646,459.562992155552
"ZW",2016-08-15,"Wildlife (State)",10407.2959183416,104703.39010489
"ZW",2016-09-15,"Forest (State)",1503.06800479149,-1398.82083906233
"ZW",2016-09-15,"Mixed (Communal)",1755.59235584195,-2649.56696562096
"ZW",2016-09-15,"Mixed (Private)",2885.80229813681,4.2125984095037
"ZW",2016-09-15,"Wildlife (Communal)",2720.38140421689,-3196.79336112924
"ZW",2016-09-15,"Wildlife (Private)",64.2702543464646,1.79724360816181
"ZW",2016-09-15,"Wildlife (State)",10407.2959183416,-2747.33863678575
"ZW",2016-10-15,"Forest (State)",1503.06800479149,-5781.18308472633
"ZW",2016-10-15,"Mixed (Communal)",1755.59235584195,-12784.3108851314
"ZW",2016-10-15,"Mixed (Private)",2885.80229813681,-722.460604310036
"ZW",2016-10-15,"Wildlife (Communal)",2720.38140421689,-16360.4445629716
"ZW",2016-10-15,"Wildlife (Private)",64.2702543464646,-431.696847558022
"ZW",2016-10-15,"Wildlife (State)",10407.2959183416,-95574.7209157348
"ZW",2016-11-15,"Forest (State)",1503.06800479149,1931.0019838661
"ZW",2016-11-15,"Mixed (Communal)",1755.59235584195,5010.08867968619
"ZW",2016-11-15,"Mixed (Private)",2885.80229813681,98.9960636198521
"ZW",2016-11-15,"Wildlife (Communal)",2720.38140421689,3892.36026686244
"ZW",2016-11-15,"Wildlife (Private)",64.2702543464646,33.5393699705601
"ZW",2016-11-15,"Wildlife (State)",10407.2959183416,17582.9175343812
